"","title","geo_accession","source_name_ch1","source_name_ch2","characteristics_ch1","characteristics_ch2","characteristics_ch1.1","characteristics_ch1.2","characteristics_ch1.3","characteristics_ch2.1","characteristics_ch2.2","characteristics_ch2.3","reference source:ch2","characteristics_ch1.4","characteristics_ch1.5","characteristics_ch1.6","characteristics_ch2.4","library_source"
"GSM868447","Susceptible Infected 7","GSM868447","Pronephros",NA,"genetic line: Susceptible",NA,"treatment: Infected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GSM868448","Susceptible Control 10","GSM868448","Pronephros",NA,"genetic line: Susceptible",NA,"treatment: Control",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GSM868449","Susceptible Control 12","GSM868449","Pronephros",NA,"genetic line: Susceptible",NA,"treatment: Control",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GSM868450","Susceptible Infected 2","GSM868450","Pronephros",NA,"genetic line: Susceptible",NA,"treatment: Infected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GSM868451","Susceptible Control 16","GSM868451","Pronephros",NA,"genetic line: Susceptible",NA,"treatment: Control",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GSM868452","Susceptible Infected 3","GSM868452","Pronephros",NA,"genetic line: Susceptible",NA,"treatment: Infected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GSM868463","Susceptible Infected 1","GSM868463","Pronephros",NA,"genetic line: Susceptible",NA,"treatment: Infected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GSM871979","66VO-C1","GSM871979","intestine from control animal fed 66VO diet",NA,"diet: vegetable oil",NA,"infection: none","infective status: Control",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GSM871980","66VO-C2","GSM871980","intestine from control animal fed 66VO diet",NA,"diet: vegetable oil",NA,"infection: none","infective status: Control",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GSM871981","66VO-C3","GSM871981","intestine from control animal fed 66VO diet",NA,"diet: vegetable oil",NA,"infection: none","infective status: Control",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GSM871982","66VO-C4","GSM871982","intestine from control animal fed 66VO diet",NA,"diet: vegetable oil",NA,"infection: none","infective status: Control",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GSM871983","66VO-C5","GSM871983","intestine from control animal fed 66VO diet",NA,"diet: vegetable oil",NA,"infection: none","infective status: Control",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GSM871984","66VO-C6","GSM871984","intestine from control animal fed 66VO diet",NA,"diet: vegetable oil",NA,"infection: none","infective status: Control",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GSM871985","66VO-C7","GSM871985","intestine from control animal fed 66VO diet",NA,"diet: vegetable oil",NA,"infection: none","infective status: Control",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GSM871986","66VO-C8","GSM871986","intestine from control animal fed 66VO diet",NA,"diet: vegetable oil",NA,"infection: none","infective status: Control",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GSM871987","66VO-C9","GSM871987","intestine from control animal fed 66VO diet",NA,"diet: vegetable oil",NA,"infection: none","infective status: Control",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GSM871994","66VO-I21","GSM871994","intestine from late infected animal fed 66VO diet",NA,"diet: vegetable oil",NA,"infection: intestinal parasite Enteromyxum leei","infective status: Late",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GSM871995","66VO-I22","GSM871995","intestine from late infected animal fed 66VO diet",NA,"diet: vegetable oil",NA,"infection: intestinal parasite Enteromyxum leei","infective status: Late",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GSM871996","66VO-I23","GSM871996","intestine from late infected animal fed 66VO diet",NA,"diet: vegetable oil",NA,"infection: intestinal parasite Enteromyxum leei","infective status: Late",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GSM871997","66VO-I24","GSM871997","intestine from late infected animal fed 66VO diet",NA,"diet: vegetable oil",NA,"infection: intestinal parasite Enteromyxum leei","infective status: Late",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GSM871998","66VO-I25","GSM871998","intestine from late infected animal fed 66VO diet",NA,"diet: vegetable oil",NA,"infection: intestinal parasite Enteromyxum leei","infective status: Late",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GSM871999","66VO-I26","GSM871999","intestine from late infected animal fed 66VO diet",NA,"diet: vegetable oil",NA,"infection: intestinal parasite Enteromyxum leei","infective status: Late",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GSM872000","FO-C1","GSM872000","intestine from control animal fed FO diet",NA,"diet: fish oil",NA,"infection: none","infective status: Control",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GSM872001","FO-C2","GSM872001","intestine from control animal fed FO diet",NA,"diet: fish oil",NA,"infection: none","infective status: Control",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GSM872002","FO-C3","GSM872002","intestine from control animal fed FO diet",NA,"diet: fish oil",NA,"infection: none","infective status: Control",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GSM872003","FO-C4","GSM872003","intestine from control animal fed FO diet",NA,"diet: fish oil",NA,"infection: none","infective status: Control",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GSM872004","FO-C5","GSM872004","intestine from control animal fed FO diet",NA,"diet: fish oil",NA,"infection: none","infective status: Control",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GSM872005","FO-C6","GSM872005","intestine from control animal fed FO diet",NA,"diet: fish oil",NA,"infection: none","infective status: Control",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GSM872006","FO-C7","GSM872006","intestine from control animal fed FO diet",NA,"diet: fish oil",NA,"infection: none","infective status: Control",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GSM872007","FO-C8","GSM872007","intestine from control animal fed FO diet",NA,"diet: fish oil",NA,"infection: none","infective status: Control",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GSM872014","FO-I21","GSM872014","intestine from late infected animal fed FO diet",NA,"diet: fish oil",NA,"infection: intestinal parasite Enteromyxum leei","infective status: Late",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GSM872015","FO-I22","GSM872015","intestine from late infected animal fed FO diet",NA,"diet: fish oil",NA,"infection: intestinal parasite Enteromyxum leei","infective status: Late",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GSM872016","FO-I23","GSM872016","intestine from late infected animal fed FO diet",NA,"diet: fish oil",NA,"infection: intestinal parasite Enteromyxum leei","infective status: Late",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GSM872017","FO-I24","GSM872017","intestine from late infected animal fed FO diet",NA,"diet: fish oil",NA,"infection: intestinal parasite Enteromyxum leei","infective status: Late",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GSM872018","FO-I25","GSM872018","intestine from late infected animal fed FO diet",NA,"diet: fish oil",NA,"infection: intestinal parasite Enteromyxum leei","infective status: Late",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GSM872019","FO-I26","GSM872019","intestine from late infected animal fed FO diet",NA,"diet: fish oil",NA,"infection: intestinal parasite Enteromyxum leei","infective status: Late",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GSM875116","Fam 1 Naive Control","GSM875116","Head kidney, Family 1, control medium (0d), control medium (30d)",NA,"family: 1",NA,"tissue: Head kidney","injection: twice with control medium (0d and 30d)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GSM875117","Fam 1 Naive Infected","GSM875117","Head kidney, Family 1, control medium (0d), VHSV (30d)",NA,"family: 1",NA,"tissue: Head kidney","injection: with control medium (0d) and with VHSV (30d)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GSM875120","Fam 2 Naive Control","GSM875120","Head kidney, Family 2, control medium (0d), control medium (30d)",NA,"family: 2",NA,"tissue: Head kidney","injection: twice with control medium (0d and 30d)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GSM875121","Fam 2 Naive Infected","GSM875121","Head kidney, Family 2, control medium (0d), VHSV (30d)",NA,"family: 2",NA,"tissue: Head kidney","injection: with control medium (0d) and with VHSV (30d)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GSM875124","Fam 3 Naive Control","GSM875124","Head kidney, Family 3, control medium (0d), control medium (30d)",NA,"family: 3",NA,"tissue: Head kidney","injection: twice with control medium (0d and 30d)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GSM875125","Fam 3 Naive Infected","GSM875125","Head kidney, Family 3, control medium (0d), VHSV (30d)",NA,"family: 3",NA,"tissue: Head kidney","injection: with control medium (0d) and with VHSV (30d)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GSM875128","Fam 4 Naive Control","GSM875128","Head kidney, Family 4, control medium (0d), control medium (30d)",NA,"family: 4",NA,"tissue: Head kidney","injection: twice with control medium (0d and 30d)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GSM875129","Fam 4 Naive Infected","GSM875129","Head kidney, Family 4, control medium (0d), VHSV (30d)",NA,"family: 4",NA,"tissue: Head kidney","injection: with control medium (0d) and with VHSV (30d)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GSM880708","Cortisol, no lice, fish 1","GSM880708","Mixture of all samples","Cortisol, no lice, fish 1","tissue: skin","tissue: skin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GSM880709","Cortisol, no lice, fish 2","GSM880709","Cortisol, no lice, fish 2","Mixture of all samples","tissue: skin","tissue: skin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GSM880710","Cortisol, no lice, fish 3","GSM880710","Mixture of all samples","Cortisol, no lice, fish 3","tissue: skin","tissue: skin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GSM880711","Cortisol, no lice, fish 4","GSM880711","Cortisol, no lice, fish 4","Mixture of all samples","tissue: skin","tissue: skin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GSM880712","Cortisol, lice, fish 1","GSM880712","Mixture of all samples","Cortisol, lice, fish 1","tissue: skin","tissue: skin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GSM880713","Cortisol, lice, fish 2","GSM880713","Cortisol, lice, fish 2","Mixture of all samples","tissue: skin","tissue: skin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GSM880714","Cortisol, lice, fish 3","GSM880714","Mixture of all samples","Cortisol, lice, fish 3","tissue: skin","tissue: skin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GSM880715","Cortisol, lice, fish 4","GSM880715","Cortisol, lice, fish 4","Mixture of all samples","tissue: skin","tissue: skin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GSM880716","Placebo, lice, fish 1","GSM880716","Placebo, lice, fish 1","Mixture of all samples","tissue: skin","tissue: skin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GSM880717","Placebo, lice, fish 2","GSM880717","Mixture of all samples","Placebo, lice, fish 2","tissue: skin","tissue: skin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GSM880718","Placebo, lice, fish 3","GSM880718","Placebo, lice, fish 3","Mixture of all samples","tissue: skin","tissue: skin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GSM880719","Placebo, lice, fish 4","GSM880719","Mixture of all samples","Placebo, lice, fish 4","tissue: skin","tissue: skin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GSM880720","Placebo, no lice, fish 1","GSM880720","Placebo, no lice, fish 1","Mixture of all samples","tissue: skin","tissue: skin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GSM880721","Placebo, no lice, fish 2","GSM880721","Mixture of all samples","Placebo, no lice, fish 2","tissue: skin","tissue: skin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GSM880722","Placebo, no lice, fish 3","GSM880722","Placebo, no lice, fish 3","Mixture of all samples","tissue: skin","tissue: skin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GSM880723","Placebo, no lice, fish 4","GSM880723","Mixture of all samples","Placebo, no lice, fish 4","tissue: skin","tissue: skin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GSM889031","Unvaccinated Uninfected 0h Replicate 1","GSM889031","2nd left gill arch from unvaccinated and uninfected control fish","pooled total RNA from 4 samples from each of the six treatments","test: 2nd left gill arch from unvaccinated and uninfected control fish","tissue: Gill","tissue: Gill",NA,NA,"reference: pooled total RNA from 4 samples from each of the six treatments",NA,NA,NA,NA,NA,NA,NA,NA
"GSM889032","Unvaccinated Uninfected 0h Replicate 2","GSM889032","2nd left gill arch from unvaccinated and uninfected control fish","pooled total RNA from 4 samples from each of the six treatments","test: 2nd left gill arch from unvaccinated and uninfected control fish","tissue: Gill","tissue: Gill",NA,NA,"reference: pooled total RNA from 4 samples from each of the six treatments",NA,NA,NA,NA,NA,NA,NA,NA
"GSM889033","Unvaccinated Uninfected 0h Replicate 3","GSM889033","2nd left gill arch from unvaccinated and uninfected control fish","pooled total RNA from 4 samples from each of the six treatments","test: 2nd left gill arch from unvaccinated and uninfected control fish","tissue: Gill","tissue: Gill",NA,NA,"reference: pooled total RNA from 4 samples from each of the six treatments",NA,NA,NA,NA,NA,NA,NA,NA
"GSM889034","Unvaccinated Uninfected 0h Replicate 4","GSM889034","2nd left gill arch from unvaccinated and uninfected control fish","pooled total RNA from 4 samples from each of the six treatments","test: 2nd left gill arch from unvaccinated and uninfected control fish","tissue: Gill","tissue: Gill",NA,NA,"reference: pooled total RNA from 4 samples from each of the six treatments",NA,NA,NA,NA,NA,NA,NA,NA
"GSM889035","Unvaccinated Uninfected 0h Replicate 5","GSM889035","2nd left gill arch from unvaccinated and uninfected control fish","pooled total RNA from 4 samples from each of the six treatments","test: 2nd left gill arch from unvaccinated and uninfected control fish","tissue: Gill","tissue: Gill",NA,NA,"reference: pooled total RNA from 4 samples from each of the six treatments",NA,NA,NA,NA,NA,NA,NA,NA
"GSM889036","Unvaccinated Uninfected 0h Replicate 6","GSM889036","2nd left gill arch from unvaccinated and uninfected control fish","pooled total RNA from 4 samples from each of the six treatments","test: 2nd left gill arch from unvaccinated and uninfected control fish","tissue: Gill","tissue: Gill",NA,NA,"reference: pooled total RNA from 4 samples from each of the six treatments",NA,NA,NA,NA,NA,NA,NA,NA
"GSM889055","Unvaccinated Infected 72h Replicate 1","GSM889055","2nd left gill arch from unvaccinated fish 72 h post-challenge with Y. ruckeri","pooled total RNA from 4 samples from each of the six treatments","test: 2nd left gill arch from unvaccinated fish 72 h post-challenge with Y. ruckeri","tissue: Gill","tissue: Gill",NA,NA,"reference: pooled total RNA from 4 samples from each of the six treatments",NA,NA,NA,NA,NA,NA,NA,NA
"GSM889056","Unvaccinated Infected 72h Replicate 2","GSM889056","2nd left gill arch from unvaccinated fish 72 h post-challenge with Y. ruckeri","pooled total RNA from 4 samples from each of the six treatments","test: 2nd left gill arch from unvaccinated fish 72 h post-challenge with Y. ruckeri","tissue: Gill","tissue: Gill",NA,NA,"reference: pooled total RNA from 4 samples from each of the six treatments",NA,NA,NA,NA,NA,NA,NA,NA
"GSM889057","Unvaccinated Infected 72h Replicate 3","GSM889057","2nd left gill arch from unvaccinated fish 72 h post-challenge with Y. ruckeri","pooled total RNA from 4 samples from each of the six treatments","test: 2nd left gill arch from unvaccinated fish 72 h post-challenge with Y. ruckeri","tissue: Gill","tissue: Gill",NA,NA,"reference: pooled total RNA from 4 samples from each of the six treatments",NA,NA,NA,NA,NA,NA,NA,NA
"GSM889058","Unvaccinated Infected 72h Replicate 4","GSM889058","2nd left gill arch from unvaccinated fish 72 h post-challenge with Y. ruckeri","pooled total RNA from 4 samples from each of the six treatments","test: 2nd left gill arch from unvaccinated fish 72 h post-challenge with Y. ruckeri","tissue: Gill","tissue: Gill",NA,NA,"reference: pooled total RNA from 4 samples from each of the six treatments",NA,NA,NA,NA,NA,NA,NA,NA
"GSM889059","Unvaccinated Infected 72h Replicate 5","GSM889059","2nd left gill arch from unvaccinated fish 72 h post-challenge with Y. ruckeri","pooled total RNA from 4 samples from each of the six treatments","test: 2nd left gill arch from unvaccinated fish 72 h post-challenge with Y. ruckeri","tissue: Gill","tissue: Gill",NA,NA,"reference: pooled total RNA from 4 samples from each of the six treatments",NA,NA,NA,NA,NA,NA,NA,NA
"GSM889060","Unvaccinated Infected 72h Replicate 6","GSM889060","2nd left gill arch from unvaccinated fish 72 h post-challenge with Y. ruckeri","pooled total RNA from 4 samples from each of the six treatments","test: 2nd left gill arch from unvaccinated fish 72 h post-challenge with Y. ruckeri","tissue: Gill","tissue: Gill",NA,NA,"reference: pooled total RNA from 4 samples from each of the six treatments",NA,NA,NA,NA,NA,NA,NA,NA
"GSM949227","No estrogen, fish number 314","GSM949227","Liver of infected fish, no E2 treatment","Liver of control fish (no pathogen, no E2), pooled sample","infected with: 10^6 cfu of Yersinia ruckeri","sample type: pooled control smaple","tissue: liver","",NA,"tissue: liver",NA,NA,NA,NA,NA,NA,NA,NA
"GSM949228","No estrogen, fish number 315","GSM949228","Liver of infected fish, no E2 treatment","Liver of control fish (no pathogen, no E2), pooled sample","infected with: 10^6 cfu of Yersinia ruckeri","sample type: pooled control smaple","tissue: liver","",NA,"tissue: liver",NA,NA,NA,NA,NA,NA,NA,NA
"GSM949229","No estrogen, fish number 323","GSM949229","Liver of infected fish, no E2 treatment","Liver of control fish (no pathogen, no E2), pooled sample","infected with: 10^6 cfu of Yersinia ruckeri","sample type: pooled control smaple","tissue: liver","",NA,"tissue: liver",NA,NA,NA,NA,NA,NA,NA,NA
"GSM949230","No estrogen, fish number 324","GSM949230","Liver of infected fish, no E2 treatment","Liver of control fish (no pathogen, no E2), pooled sample","infected with: 10^6 cfu of Yersinia ruckeri","sample type: pooled control smaple","tissue: liver","",NA,"tissue: liver",NA,NA,NA,NA,NA,NA,NA,NA
"GSM949231","No estrogen, fish number 325","GSM949231","Liver of infected fish, no E2 treatment","Liver of control fish (no pathogen, no E2), pooled sample","infected with: 10^6 cfu of Yersinia ruckeri","sample type: pooled control smaple","tissue: liver","",NA,"tissue: liver",NA,NA,NA,NA,NA,NA,NA,NA
"GSM1000163","12h rep-1","GSM1000163","12h control-1","12h infection-1","tissue: skin","tissue: skin","infection: none, control",NA,NA,"infection: Aeromonas hydrophila",NA,NA,NA,NA,NA,NA,NA,NA
"GSM1000164","12h rep-2","GSM1000164","12h control-2","12h infection-2","tissue: skin","tissue: skin","infection: none, control",NA,NA,"infection: Aeromonas hydrophila",NA,NA,NA,NA,NA,NA,NA,NA
"GSM1000165","12h rep-3","GSM1000165","12h control-3","12h infection-3","tissue: skin","tissue: skin","infection: none, control",NA,NA,"infection: Aeromonas hydrophila",NA,NA,NA,NA,NA,NA,NA,NA
"GSM656245","Challenged_day2_80","GSM656245","infected individual, collected 2 days post-challenge",NA,"tissue: head kidney",NA,"condition: infected individual, collected 2 days post-challenge",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GSM656246","Challenged_day2_82","GSM656246","infected individual, collected 2 days post-challenge",NA,"tissue: head kidney",NA,"condition: infected individual, collected 2 days post-challenge",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GSM656247","Challenged_day2_83","GSM656247","infected individual, collected 2 days post-challenge",NA,"tissue: head kidney",NA,"condition: infected individual, collected 2 days post-challenge",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GSM656248","Challenged_day2_84","GSM656248","infected individual, collected 2 days post-challenge",NA,"tissue: head kidney",NA,"condition: infected individual, collected 2 days post-challenge",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GSM656253","Mock challenged_day2_24","GSM656253","mock infected individual, collected 2 days post-challenge",NA,"tissue: head kidney",NA,"condition: mock infected individual, collected 2 days post-challenge",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GSM656254","Mock challenged_day2_25","GSM656254","mock infected individual, collected 2 days post-challenge",NA,"tissue: head kidney",NA,"condition: mock infected individual, collected 2 days post-challenge",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GSM656255","Mock challenged_day2_29","GSM656255","mock infected individual, collected 2 days post-challenge",NA,"tissue: head kidney",NA,"condition: mock infected individual, collected 2 days post-challenge",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GSM656256","Mock challenged_day2_30","GSM656256","mock infected individual, collected 2 days post-challenge",NA,"tissue: head kidney",NA,"condition: mock infected individual, collected 2 days post-challenge",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GSM959596","Biological replicate 1 of 3: control embryos PBS control for S.typhimurium","GSM959596","D. rerio myd88-experiment CR","Wildtype PBS 1","sample type: The CR (common reference) was a mixture of all RNA samples from this microarray study. Separate CRs were made for the S. typhimurium, M. Marinum and E. tarda infection experiments","sample type: Wildtype; mock-injected with buffer into the caudal vein at 28 hpf; RNA isolated at 8 h post injection","tissue: embryo","genetic background: Ab",NA,"infection: mock","genotype: wild type","tissue: embryo",NA,NA,NA,NA,"genetic background: Ab",NA
"GSM959597","Biological replicate 2 of 3: control embryos PBS control for S.typhimurium","GSM959597","D. rerio myd88-experiment CR","Wildtype PBS 2","sample type: The CR (common reference) was a mixture of all RNA samples from this microarray study. Separate CRs were made for the S. typhimurium, M. Marinum and E. tarda infection experiments","sample type: Wildtype; mock-injected with buffer into the caudal vein at 28 hpf; RNA isolated at 8 h post injection","tissue: embryo","genetic background: Ab",NA,"infection: mock","genotype: wild type","tissue: embryo",NA,NA,NA,NA,"genetic background: Ab",NA
"GSM959598","Biological replicate 3 of 3: control embryos PBS control for S.typhimurium","GSM959598","D. rerio myd88-experiment CR","Wildtype PBS 3","sample type: The CR (common reference) was a mixture of all RNA samples from this microarray study. Separate CRs were made for the S. typhimurium, M. Marinum and E. tarda infection experiments","sample type: Wildtype; mock-injected with buffer into the caudal vein at 28 hpf; RNA isolated at 8 h post injection","tissue: embryo","genetic background: Ab",NA,"infection: mock","genotype: wild type","tissue: embryo",NA,NA,NA,NA,"genetic background: Ab",NA
"GSM959602","Biological replicate 1 of 3: control embryos S.typhimurium infected","GSM959602","D. rerio myd88-experiment CR","Wildtype St 1","sample type: The CR (common reference) was a mixture of all RNA samples from this microarray study. Separate CRs were made for the S. typhimurium, M. Marinum and E. tarda infection experiments","sample type: Wildtype; injected with S. typhimurium into the caudal vein at 28 hpf; RNA isolated at 8 h post injection","tissue: embryo","genetic background: Ab",NA,"infection: S. typhimurium","genotype: wild type","tissue: embryo",NA,NA,NA,NA,"genetic background: Ab",NA
"GSM959603","Biological replicate 2 of 3: control embryos S.typhimurium infected","GSM959603","D. rerio myd88-experiment CR","Wildtype St 2","sample type: The CR (common reference) was a mixture of all RNA samples from this microarray study. Separate CRs were made for the S. typhimurium, M. Marinum and E. tarda infection experiments","sample type: Wildtype; injected with S. typhimurium into the caudal vein at 28 hpf; RNA isolated at 8 h post injection","tissue: embryo","genetic background: Ab",NA,"infection: S. typhimurium","genotype: wild type","tissue: embryo",NA,NA,NA,NA,"genetic background: Ab",NA
"GSM959604","Biological replicate 3 of 3: control embryos S.typhimurium infected","GSM959604","D. rerio myd88-experiment CR","Wildtype St 3","sample type: The CR (common reference) was a mixture of all RNA samples from this microarray study. Separate CRs were made for the S. typhimurium, M. Marinum and E. tarda infection experiments","sample type: Wildtype; injected with S. typhimurium into the caudal vein at 28 hpf; RNA isolated at 8 h post injection","tissue: embryo","genetic background: Ab",NA,"infection: S. typhimurium","genotype: wild type","tissue: embryo",NA,NA,NA,NA,"genetic background: Ab",NA
"GSM959608","Biological replicate 1 of 3: control embryos PBS control for S. tarda","GSM959608","D. rerio myd88-experiment CR","Wildtype PBSet 1","sample type: The CR (common reference) was a mixture of all RNA samples from this microarray study. Separate CRs were made for the S. typhimurium, M. Marinum and E. tarda infection experiments","sample type: Wildtype; mock-injected with buffer into the caudal vein at 28 hpf; RNA isolated at 8 h post injection","tissue: embryo","genetic background: Ab",NA,"infection: mock","genotype: wild type","tissue: embryo",NA,NA,NA,NA,"genetic background: Ab",NA
"GSM959609","Biological replicate 2 of 3: control embryos PBS control for S. tarda","GSM959609","D. rerio myd88-experiment CR","Wildtype PBSet 2","sample type: The CR (common reference) was a mixture of all RNA samples from this microarray study. Separate CRs were made for the S. typhimurium, M. Marinum and E. tarda infection experiments","sample type: Wildtype; mock-injected with buffer into the caudal vein at 28 hpf; RNA isolated at 8 h post injection","tissue: embryo","genetic background: Ab",NA,"infection: mock","genotype: wild type","tissue: embryo",NA,NA,NA,NA,"genetic background: Ab",NA
"GSM959610","Biological replicate 3 of 3: control embryos PBS control for S. tarda","GSM959610","D. rerio myd88-experiment CR","Wildtype PBSet 3","sample type: The CR (common reference) was a mixture of all RNA samples from this microarray study. Separate CRs were made for the S. typhimurium, M. Marinum and E. tarda infection experiments","sample type: Wildtype; mock-injected with buffer into the caudal vein at 28 hpf; RNA isolated at 8 h post injection","tissue: embryo","genetic background: Ab",NA,"infection: mock","genotype: wild type","tissue: embryo",NA,NA,NA,NA,"genetic background: Ab",NA
"GSM959614","Biological replicate 1 of 3: control embryos E. tarda infected","GSM959614","D. rerio myd88-experiment CR","Wildtype Et 1","sample type: The CR (common reference) was a mixture of all RNA samples from this microarray study. Separate CRs were made for the S. typhimurium, M. Marinum and E. tarda infection experiments","sample type: Wildtype; injected with E. tarda into the caudal vein at 28 hpf; RNA isolated at 8 h post injection","tissue: embryo","genetic background: Ab",NA,"infection: E. tarda","genotype: wild type","tissue: embryo",NA,NA,NA,NA,"genetic background: Ab",NA
"GSM959615","Biological replicate 2 of 3: control embryos E. tarda infected","GSM959615","D. rerio myd88-experiment CR","Wildtype Et 2","sample type: The CR (common reference) was a mixture of all RNA samples from this microarray study. Separate CRs were made for the S. typhimurium, M. Marinum and E. tarda infection experiments","sample type: Wildtype; injected with E. tarda into the caudal vein at 28 hpf; RNA isolated at 8 h post injection","tissue: embryo","genetic background: Ab",NA,"infection: E. tarda","genotype: wild type","tissue: embryo",NA,NA,NA,NA,"genetic background: Ab",NA
"GSM959616","Biological replicate 3 of 3: control embryos E. tarda infected","GSM959616","D. rerio myd88-experiment CR","Wildtype Et 3","sample type: The CR (common reference) was a mixture of all RNA samples from this microarray study. Separate CRs were made for the S. typhimurium, M. Marinum and E. tarda infection experiments","sample type: Wildtype; injected with E. tarda into the caudal vein at 28 hpf; RNA isolated at 8 h post injection","tissue: embryo","genetic background: Ab",NA,"infection: E. tarda","genotype: wild type","tissue: embryo",NA,NA,NA,NA,"genetic background: Ab",NA
"GSM1036413","Internal organs_SVCV-infected fish_biological replicate1","GSM1036413","Head kidney+spleen of six SVCV-infected fish 2 days post-infection",NA,"tissue: head kidney and spleen",NA,"developmental stage: adult","treatment: Spring Viremia Carp Virus (SVCV) infection","time post-infection: 2 days",NA,NA,NA,NA,"number of fish in group: 6",NA,NA,NA,NA
"GSM1036414","Internal organs_SVCV-infected fish_biological replicate2","GSM1036414","Head kidney+spleen of six SVCV-infected fish 2 days post-infection",NA,"tissue: head kidney and spleen",NA,"developmental stage: adult","treatment: Spring Viremia Carp Virus (SVCV) infection","time post-infection: 2 days",NA,NA,NA,NA,"number of fish in group: 6",NA,NA,NA,NA
